"study_id","deduplication_status","citation_screening_status","fulltext_screening_status","data_extraction_screening_status","data_source_type","data_source_name","data_source_url","citation_title","citation_abstract","citation_authors","citation_journal_name","citation_journal_volume","citation_pub_year","citation_keywords","fulltext_filename","fulltext_exclude_reasons","Hg. janthinomys","Hg. Leucocelaenous","S. chloropterus","location format ","other Hg. or S.","height data "
410055,"not_duplicate","included","excluded","not_started","database","Scopus","","Forest-obligate Sabethes mosquitoes suggest palaeoecological perturbations","The origin of tropical forest diversity has been hotly debated for decades. Although specific mechanisms vary, many such explanations propose some vicariance in the distribution of species during glacial cycles and several have been supported by genetic evidence in Neotropical taxa. However, no consensus exists with regard to the extent or time frame of the vicariance events. Here, we analyse the cytochrome oxidase II mitochondrial gene of 250 Sabethes albiprivus B mosquitoes sampled from western Sao Paulo in Brazil. There was very low population structuring among collection sites (ΦST=0.03, P=0.04). Historic demographic analyses and the contemporary geographic distribution of genetic diversity suggest that the populations sampled are not at demographic equilibrium. Three distinct mitochondrial clades were observed in the samples, one of which differed significantly in its geographic distribution relative to the other two within a small sampling area (∼70 x 35 km). This fact, supported by the inability of maximum likelihood analyses to achieve adequate fits to simple models for the population demography of the species, suggests a more complex history, possibly involving disjunct forest refugia. This hypothesis is supported by a genetic signal of recent population growth, which is expected if population sizes of this forest-obligate insect increased during the forest expansions that followed glacial periods. Although a time frame cannot be reliably inferred for the vicariance event leading to the three genetic clades, molecular clock estimates place this at ∼1 Myr before present. © 2008 Nature Publishing Group All rights reserved.","Butlin, R.K.; Pedro, P.M.; Sallum, M.A.","","101",2008,"","Butlin_2008_Forest-obligate_Sabethes_mosquitoes_suggest_palaeoecological_perturbations.pdf","Wrong species ","","","","","",""
410056,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Arthropods of Hispaniola (Dominican Republic and Haiti): A checklist and bibliography","This work is a first attempt to integrate into one list and quantify all the known species of Hispaniolan arthropods. It includes all the terrestrial and surrounding marine arthropod species (plus those of Tardigrada and Onychophora) known to me to be reported for the island of Hispaniola until the end of 2007, as well as 158 species that are reported here as new records for the Dominican Republic and the island. A total of 8,237 valid species (6,833 extant and 1,404 fossils) are listed, of which the largest component are the insects (5,676 extant and 824 fossil species). Preliminarily, 2,521 arthropod species (36.9%) are considered to be endemic or unique to Hispaniola. Also 84 species are recognized as introduced. The bibliography complements the taxonomic information and includes over 4,000 titles. Brief annotations are also given on the history of entomology in Hispaniola. Copyright © 2008 Magnolia Press.","Perez-Gelabert, D.E.","","",2008,"","","","","","","","",""
410057,"not_duplicate","included","excluded","not_started","database","Scopus","","Species list of the Culicidae (Diptera) deposited at the Entomological Collection ""Pe. J. S. Moure""","The Entomological Collection of Departamento de Zoologia of Universidade Federal do Paraná (DZUP) accommodates about 5,000,000 insect specimens. The collection of Diptera is represented by approximately 2,000,000 specimens, being Muscidae, Culicidae and Syrphidae the most representative families. The Diptera order consists of approximately 150,000 described species and in the Collection about 103,000 specimens within 78 families are registered. The list of species of the family Culicidae presents 9,579 specimens within 2 subfamilies, 7 tribes, 17 genera, 26 subgenera and 85 species. Most specimens were captured in forest remnants in urban and rural areas, wild and urban environments in coastal regions or urban areas of different cities of Paraná State, including some species captured in the States of São Paulo, Mato Grosso and Santa Catarina and at Distrito Federal. The specific information of each specimen, such as collection site, latitude, longitude, collector, collection date, collection method and the specialist's name who identified it, as well as taxonomic data (order, tribe, genus, subgenus and species), was included in a electronic data base.","Da Silva, M.A.N.; Tissot, A.C.","","52",2008,"","Da_2008_Species_list_of_the_Culicidae_Diptera_deposited_at_the_Entomological_Collection_22Pe._J._S._Moure22.pdf","No location data ","","","","","",""
410058,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Effect of multiple immersions on eggs and development of immature forms of Haemagogus janthinomys from south-eastern Brazil (Diptera: Culicidae)","The effect of multiple immersions on Haemagogus janthinomys Dyar, 1921 eggs and the development of its immature forms were studied. Eggs of Hg. janthinomys from Linhares (state of Espirito Santo) were submitted to multiple immersions, counting the number of hatched eggs and observing the periods for development until adult. The egg-hatching proportion attained 42-88% (mean=68.2%), after 16 immersions, in three trials. After 8-9 immersions, the effect of additional immersions was negligible. The periods for development of immature forms were 3.67±0.89, 1.2±0.66, 1.12±0.63, 4.86±1.77, 2.25±0.67 and 12.40±0.82 days, respectively for 1st-4th instar larvae, pupae and the total. The postponement of the egg-hatching can be important for the production of mosquitoes, from one egg batch, during several months. The total period of larval development is very similar to previous indirect field calculations in the Brazilian state of Para and to mosquitoes from Panama studied in the laboratory.","Alencar, J.; De Almeida, H.M.; Guimarães, A.É.; Marcondes, C.B.","","119",2008,"","","","","","","","",""
410059,"not_duplicate","included","excluded","not_started","database","Scopus","","Phylogeny and classification of Ochlerotatus and allied taxa (Diptera: Culicidae: Aedini) based on morphological data from all life stages","The phylogenetic relationships and generic assignments of 'Ochlerotatus' and related taxa of uncertain taxonomic position in the classification of Aedini previously proposed by the authors in 2004 and 2006 are explored using 297 characters from eggs, fourth-instar larvae, pupae, adults and immature habitat coded for 158 exemplar species. The ingroup comprises 54 species and the outgroup includes four non-aedine species and 100 aedine species, 21 of which were previously classified as incertae sedis. Data are analysed in a total-evidence approach using implied weighting. The analysis produced 158 most parsimonious cladograms. The strict consensus tree (SCT) corroborates the monophyly of the 30 generic-level taxa recognized previously that are included in the analysis. Overall, the results show remarkable congruence with those obtained previously despite differences in the taxa and morphological characters analysed in this and the two previous studies. All species of Ochlerotatus s.s., subgenus 'Ochlerotatus' sensu auctorum, Geoskusea, Levua, Pseudoskusea and Rhinoskusea included in the analysis fall within a single clade that is treated as genus Ochlerotatus; thus, the last four taxa are restored to their previous subgeneric rank within this genus. Nine additional subgenera, of which four are new, are proposed for monophyletic clades of Ochlerotatus species based on the strength of character support and application of the principle of equivalent rank. Acartomyia stat. nov., Culicelsa stat. nov., Gilesia stat. nov., Protoculex stat. nov. and Chrysoconops stat. nov. are resurrected from synonymy with Ochlerotatus; and Empihals subgen. nov. (type species: Culex vigilax Skuse), Pholeomyia subgen. nov. (type species: Aedes calcariae Marks), Buvirilia subgen. nov. (type species: Aedes edgari Stone & Rosen) and Sallumia subgen. nov. (type species: Aedes hortator Dyar & Knab) are described as new. The sister group of Ochlerotatus includes a number of species that were previously regarded as incertae sedis in 'Oc. (Finlaya)' and 'Oc. (Protomacleaya)'. Based on previous observations, refined relationships and new character support, three additional genera are recognized for species previously included in 'Finlaya', i.e. Danielsia stat. nov. (type species: Danielsia albotaeniata Leicester), Luius gen. nov. (type species: Aedes fengi Edwards) and Hopkinsius gen. nov. (type species: Aedes ingrami Edwards). Additionally, Alloeomyia subgen. nov. (type species: Culex pseudotaeniatus Giles) and Yamada subgen. nov. (type species: Aedes seoulensis Yamada) are introduced as subgenera of Collessius and Hopkinsius, respectively. As is usual with generic-level groups of Aedini, the newly recognized genera and subgenera are polythetic taxa that are diagnosed by unique combinations of characters. The analysis corroborates the previous observation that 'Oc. (Protomacleaya)' is a polyphyletic assemblage of species. © 2008 The Linnean Society of London.","Harbach, R.E.; Kitching, I.J.; Reinert, J.F.","","153",2008,"","Harbach_2008_Phylogeny_and_classification_of_Ochlerotatus_and_allied_taxa_Diptera-_Culicidae-_Aedini_based_on_morphological_data_from_all_life_stages.pdf","Wrong species ","","","","","",""
410060,"not_duplicate","included","excluded","started","database","Scopus","","Scanning electron microscopy of the egg of Haemagogus tropicalis","Haemagogus tropicalis is strictly a forest-dwelling species from the fertile valley area of the Amaznia forest. It is a diurnal mosquito, and the oviposition sites for the species include tree holes. The eggs of Hg. tropicalis used in this study were from females captured on Comb Island, situated across from the city of Belm, Guajar Bay, state of Par, at 1°25′S latitude and 48°25′W longitude. The eggs are elliptical and ∼575 m long with a width of ∼144 m. The ventral surface of the chorionic reticulum has regular chorionic cells with hexagonal and sometimes pentagonal ornamentation. Each chorionic cell has a thick external chorionic reticulum with regular borders. The interior of the chorionic cells have small, evenly distributed tubercles, and the dorsal external chorionic reticulum appears porous. The micropylar apparatus, located on the anterior area of the egg, was formed by a collar with a well-developed frame. Centrally, the micropylar disc had a diameter of ∼20 m and the micropylar orifice is 2.1 m in diameter. These data may enable construction of taxonomic keys for identifying eggs of Haemagogus species. © 2008 by The American Mosquito Control Association, Inc.","Alencar, J.; Costa, J.M.; De Almeida Marques, W.; Degallier, N.; Dos Santos-Mallet, J.R.; Guimarães, A.R.; Silva, V.C.","","24",2008,"","Alencar_2008_Scanning_electron_microscopy_of_the_egg_of_Haemagogus_tropicalis.pdf","Wrong species ","","","","","",""
410061,"not_duplicate","included","included","finished","database","Scopus","","New records of mosquito species (Diptera: Culicidae) for Santa Catarina and Paraná (Brazil)","We provide eight new mosquito species records for Santa Catarina (Limatus flavisetosus Oliveira Castro 1935, Mansonia flaveola (Coquillett 1906), Ma. titillans (Walker 1848), Psorophora forceps Cerqueira 1939, Sabethes xyphydes Harbach 1994, Toxorhynchites bambusicolus (Lutz & Neiva 1913), Tx. theobaldi (Dyar & Knab 1906) and Wyeomyia lassalli Bonne-Wepster & Bonne 1921) and three for Paraná (Ochlerotatus argyrothorax Bonne-Wepster & Bonne 1920, Uranotaenia pallidoventer Theobald 1903 and Wyeomyia pilicauda Root 1928). Additionally, we list all species in these eight genera recorded previously in the two states. The known distribution and possible epidemiological implications of the new species records are discussed.","Duque, J.E.; Kuwabara, E.F.; Marcondes, C.B.; Müller, G.A.; Navarro-Silva, M.A.","","8",2008,"","Duque_2008_New_records_of_mosquito_species_Diptera-_Culicidae_for_Santa_Catarina_and_Parana_Brazil.pdf","","N/A","N/A","25° 31' 13'' S , 48° 30' 34'' W","d; /; m; /; s","y; e; s","n; o"
410062,"not_duplicate","included","excluded","not_started","database","Scopus","","Culicidae (Insecta: Diptera) in areas of Atlantic Forest, Paraná State, Brazil","Modifications in the landscape can lead to the development and proliferation of some Culicidae species, in detriment of others. As a result, some species may be forced to move to other places or become locally extinct. Based on these changes, some species can be used as bioindicators of environmental degradation. The aim of this study was to assess Culicidae composition and richness in two Atlantic Forest sites (Carvalho and Trilha; State of Paraná, Brazil), and to evaluate whether they can be used as indicators of environmental degradation of these sites. Culicidae samplings were performed between December 2002 and May 2003, using a manual electric aspirator. The study identified 48 species and 636 specimens of Culicidae. Species composition and species richness of Culicidae differed between the two studied forest fragments, possibly as a result of the varying conservation levels of theses sites. The higher values of richness observed in Carvalho, as well as the predominance of species from the Sabethini tribe and Kerteszia species, indicate reduced human interference in this forest fragment. In contrast, species composition and reduced richness in Trilha indicate a high level of environmental degradation.","Do Anjos, A.F.; Navarro-Silva, M.A.","","30",2008,"","Do_2008_Culicidae_Insecta-_Diptera_in_areas_of_Atlantic_Forest_Parana_State_Brazil.pdf","Wrong species ","","","","","",""
410063,"not_duplicate","included","excluded","not_started","database","Scopus","","Biotin/avidin sandwich enzyme-linked immunosorbent assay for culicidae mosquito blood meal identification","The knowledge of mosquitoes Culicidae host feeding patterns is basic to understand the roles of different species and to indicate their importance in the epidemiology of arthropod-borne diseases. A laboratory assay was developed aiming at standardizing the biotin-avidin sandwich enzyme-linked immunosorbent assay, which was unprecedented for mosquito blood meal identification. The enzyme-linked immunosorbent assay (ELISA) activity was evaluated by the detection of titers on each sample of the 28 blood-fed Culex quinquefasciatus. In light of the high sensitivity that the technique permits, by means of small quantities of specific antibodies commercially provided and phosphatase substrate which reinforces additional dilutions, human and rat blood meals were readily identified in all laboratory-raised Culex quinquefasciatus tested. The assay was effective to detect human blood meal dilutions up to 1:4,096, which enables the technique to be applied in field studies. Additionally, the present results indicate a significant difference between the detection patterns recorded from human blood meal which corroborate the results of host feeding patterns.","Consales, C.A.; Gomes, A.C.; Marassá, A.M.; Rosa, M.D.B.","","14",2008,"","Consales_2008_Biotinavidin_sandwich_enzyme-linked_immunosorbent_assay_for_culicidae_mosquito_blood_meal_identification.pdf","Wrong species ","","","","","",""
410064,"not_duplicate","included","excluded","not_started","database","Scopus","","Biogeographic area relationships in Venezuela: A parsimony analysis of Culicidae - Phytotelmata distribution in National Parks","This study represents the first attempt to understand the current distribution and evolutionary history of Culicidae in Venezuela and adjacent areas using cladistic methods. We studied the association between immature mosquitoes and their aquatic habitats in plants (phytotelmata) in 16 protected natural areas of Venezuela. A total of 68 mosquito species was collected from 47 host-plant species. Parsimony Analysis of Endemicity using localities and mosquito species was used to find the most parsimonious cladograms depicting the biogeographic relationships. Varying degrees of mosquito-plant associations were observed, with the greatest specificity existing at the genus and subgenus levels. Implicit enumeration algorithms obtained one parsimonious tree (L=101 steps) with four well-supported groups named ""Amazonas"" (southern Venezuela), ""Bolivar"" (southeastern Venezuela), ""Los Andes Cordillera"" and ""Coastal Cordillera"" (northern Caribbean mountain range). These results support the hypothesis that the Guayana Shield was an ancestral center of speciation, followed by the Andean Region, whereas the mosquito fauna from the Central Cordillera was derived from the latter. Copyright © 2007 · Magnolia Press.","Barrera, R.; Liria, J.; Navarro, J.-C.; Piñango, H.","","",2007,"","Barrerra_2007_Biogeographic_area_relationships_in_Venezuela-_A_Parsimony_analysis_of_CulicidaePhytotelmata_distribution_in_National_Parks.pdf","No location data ","","","","","",""
410065,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Mayaro virus: Imported cases of human infection in São Paulo state, Brazil","Mayaro virus (MAYV) is an arbovirus (Togaviridae: Alphavirus) enzootic in tropical South America and maintained in a sylvan cycle involving wild vertebrates and Haemagogus mosquitoes. MAYV cases occur sporadically in persons with a history of recent activities inside or around forests. This paper reports three cases of MAYV fever detected in men infected in Camapuã, MS, Brazil. Serum samples collected at four days and two months after the onset of the symptoms and examined by hemagglutination inhibition test, revealed monotypic seroconversion to MAYV. Isolation of the virus was obtained from one of the samples by inoculation of the first blood samples into newborn mice. A suspension of the infected mouse brain was inoculated into C6/36 cells culture and the virus was identified by indirect immunofluorescent assay with alphavirus polyclonal antibodies. RT-PCR, performed with RNA extracted from the supernatant of C6/36 infected cells in the presence of alphavirus generic primers as well as specific MAYV primers, confirmed these results. The reported cases illustrate the importance of laboratory confirmation in establishing a correct diagnosis. Clinical symptoms are not always indicative of a disease caused by an arbovirus. Also MAYV causes febrile illness, which may be mistaken for dengue.","Bisordi, I.; Buzzar, M.R.; Coimbra, T.L.M.; Fialho, D.M.; Lavigne, S.; Marti, A.T.; Nagamori, A.H.; Petrella, S.M.C.; Rocco, I.M.; Santos, C.L.S.; Santos, R.N.; Suzuki, A.","","49",2007,"","","","","","","","",""
410066,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Oviposition, dispersal, and survival in Aedes aegypti: Implications for the efficacy of control strategies","There is compelling evidence that Aedes aegypti distributes small numbers of eggs among many sites, and that this ""skip oviposition"" is a driver for dispersal. The behavior is compatible with published results of mark-release-recapture studies, although many of these have been interpreted as evidence for limited dispersal. Skip oviposition also extends the duration of the gonotrophic cycle, the key parameter in the use of parous rates to estimate physiologic age. In addition, contact with multiple oviposition sites was probably a factor in the remarkable success of ""perifocal"" treatments with DDT in the campaign to eradicate Ae. aegypti from the Americas and the mobility of the vector probably limits the efficacy of attempts to suppress dengue transmission by source reduction and ""focal"" treatments with aerosols. Innovative approaches that exploit or negate this behavior may be required before effective Ae. aegypti control can become a reality. © Mary Ann Liebert, Inc.","Reiter, P.","","7",2007,"","","","","","","","",""
410067,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Description of three practical and inexpensive devices for the collection of mosquitoes and other small insects","Three new devices for collecting and maintaining mosquitoes and other small insects are described. A suction tube, composed of two pieces of plastic transparent tube, the narrower fitted in the wider, with the mouth protected by the use of voile, is cheap and practical and can be transported around the neck. A 900-ml plastic transparent box is utilized for the restraint of sucked insects and, with the adaptation of two pieces of plastic tube, as a suction chamber. Copyright © 2007 by The American Mosquito Control Association, Inc.","Alencar, J.; Balbino, V.Q.; Guimarães, A.E.; Marcondes, C.B.","","23",2007,"","","","","","","","",""
410068,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Yellow fever: A disease that has yet to be conquered","Yellow fever virus (YFV) is the prototype member of the genus Flavivirus, a group of viruses that are transmitted between vertebrates by arthropod vectors. The virus is found in tropical regions of Africa and South America and is transmitted to primates by mosquitoes: Aedes spp. in Africa and Haemagogus and Sabethes spp. in South America. Despite the availability of an effective vaccine, yellow fever (YF) is considered a reemerging disease owing to its increased incidence in the past 25 years. Molecular epidemiologic data suggest there are seven genotypes of YFV that are geographically separated, and outbreaks of disease are more associated with particular genotypes. In addition, the risk of urban YF, owing to transmission of the virus by Aedes aegypti, is increasing in Africa, as is the potential of urban YF returning to South America. Both present serious potential public health problems to large population centers. Copyright © 2007 by Annual Reviews. All rights reserved.","Barrett, A.D.T.; Higgs, S.","","52",2007,"","","","","","","","",""
410069,"not_duplicate","included","excluded","not_started","database","Scopus","","Aquatic insect community associated with Alocasia macrorrhiza (Araceae) in Venezuela, composition of fauna and insights into its natural history","The plants of Alocasia macrorrhiza (L.) Don in Sweet, an Araceae imported from Asia, retain water in their foliar axils, called collectively phytotelmata, which harbor many arthropod communities. Leaf dehiscence and leaflet emergence cycles determine the simultaneous presence of various communities in each plant. Communities are dominated by larval Diptera, mainly 1 species of Psychodidae (Alepia sp.), 1 Chironomidae, and 13 Culicidae species. The study focussed on the latter, and five species were found to be most abundant. Experimental and phenological data, qualitative and quantitative composition of associated fauna, natural history of significant elements and characteristics of trophic, spatial, and temporal niches of Culicidae and other community insects are given to shed light on the structure and dynamics of these communities. © 2006, Sociedad Venezolana de Entomología.","Delgado, L.; Machado-Allison, C.E.","","21",2006,"","Delgado_2006_Aquatic_insect_community_associated_with_Alocasia_macrorrhiza_Araceae_in_Venezuela_composition_of_fauna_and_insights_into_its_natural_history.pdf","Wrong species ","","","","","",""
410070,"not_duplicate","included","included","finished","database","Scopus","","Land use affects macroinvertebrate community composition in phytotelmata in the Peruvian Amazon","Patches of forest in the western Amazon often are converted to small-scale subsistence plantations (chacras), which become early successional forest (purma) when abandoned. Differences in abiotic conditions and phytotelm characteristics among chacras, purmas, and adjacent forest likely influence the distribution of phytotelm colonists. We sampled the contents of natural water-filled tree holes in the three habitat types and quantified differences in the abundance, species richness and composition of their macroinvertebrate communities. We additionally placed experimental tree-hole analogs (water-filled bamboo [Guadua sp.] internodes) in each of the habitat types and sampled their macroinvertebrate communities over 110 d. The species composition of macroinvertebrates in both tree holes and bamboo sections differed among habitats. Larvae of damselflies and crane flies, both important predators of mosquitoes, were replaced by larvae of the predatory mosquito Toxorhynchites spp. in chacras. Several mosquito species were relatively more abundant in chacra habitat. Macroinvertebrate abundance and species richness were correlated with water volume in tree holes and varied over time in bamboo sections. Species richness in bamboo did not differ among the three focal habitat types, but forest tree holes contained more species than tree holes in chacras. Differences in species composition between the two types of phytotelmata largely were attributed to the short duration of the bamboo experiment. © 2006 Entomological Society of America.","Lounibos, L.P.; Weaver, S.C.; Yanoviak, S.P.","","99",2006,"","Lounibos_2006_Land_use_affects_macroinvertebrate_community_composition_in_phytotelmata_in_the_Peruvian_Amazon.pdf","","3.75° S , 73.25° W","N/A","N/A","d; e; c; i; m; a; l","y; e; s","y; e; s"
410071,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Aedes aegypti vectorial capacity is determined by the infecting genotype of dengue virus","Dengue viruses causing severe, hemorrhagic disease have displaced less virulent strains in the Americas during the past three decades. The American (AM) genotype of dengue serotype 2 has been endemic in the Western Hemisphere and South Pacific, causing outbreaks of dengue fever (DF), but has not been linked to dengue hemorrhagic fever (DHF). The Southeast Asian (SEA) genotype of dengue was introduced into this hemisphere in 1981, has caused outbreaks with numerous cases of DHF, and has displaced the AM genotype in several countries. We investigated the effect of viral genotype on the potential for transmission by infecting Aedes aegypti mosquitoes collected in South Texas with six viruses, representing these two genotypes. Viral replication in the midgut was significantly higher in SEAinfected mosquitoes, and virus-specific proteins could be detected in salivary glands 7 days earlier in SEA- than AM-infected mosquitoes. This much earlier appearance of dengue virus in salivary glands resulted in an estimated 2- to 65-fold increase in the vectorial capacity of these mosquitoes for the viruses that can cause DHF. This may be one of the mechanisms through which more virulent flaviviruses spread and displace others globally. Copyright © 2006 by The American Society of Tropical Medicine and Hygiene.","Anderson, J.R.; Rico-Hesse, R.","","75",2006,"","","","","","","","",""
410072,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Phylogeny and classification of Finlaya and allied taxa (Diptera: Culicidae: Aedini) based on morphological data from all life stages","The phylogenetic relationships and generic assignments of 'Finlaya' and related taxa of uncertain taxonomic position in the classification of Aedini proposed by Reinert et al. (2004) are explored using 232 characters from eggs, fourth-instar larvae, pupae, adults and immature habitat coded for 116 exemplar species. The ingroup comprises 74 species, including 41 currently classified as 'Finlaya', 25 formerly placed in this group and eight related species. The outgroup includes four non-aedine species and 38 aedine species representing all generic-level taxa of the polyphyletic 'Ochlerotatus' and major clades within the polyphyletic 'Aedes' in figure 4 of Reinert et al. (2004). Data are analysed in a total-evidence approach using implied weighting. The analysis produced four most parsimonious cladograms and ambiguity among the four is relatively minor concerning just four parts of the cladograms, two of which are linked. The strict consensus tree corroborates the monophyly of the 13 genera proposed by Reinert et al. (2004) that are included in the analysis. Overall, the results show remarkable congruence with those of Reinert et al. (2004) despite differences in the taxa included and morphological characters examined in the two studies. Seventeen genera, of which 11 are new, are proposed for monophyletic clades based on the strength of character support and application of the principle of equivalent rank. Bruceharrisonius stat. nov., Macleaya stat. nov., Molpemyia stat. nov. and Pseudoskusea stat. nov. are raised from subgeneric rank within 'Ochlerotatus'; Hulecoeteomyia stat. nov. and Phagomyia stat. nov. are resurrected from synonymy with Finlaya; and Collessius gen. nov. (Ochlerotatus macfarlanei Edwards), Dahliana gen. nov. (Culex geniculatus Olivier), Dobrotworskyius gen. nov. (Aedes tubbutiensis Dobrotworsky), Georgecraigius gen. nov. (Culex atropalpus Coquillett), Gilesius gen. nov. (Culex pulchriventer Giles), Himalaius gen. nov. (Finlaya gilli Barraud), Jarnellius gen. nov. (Culex varipalpus Coquillett), Jihlienius gen. nov. (Aedes chungi Lien), Patmarksia gen. nov. (Leucomyia australiensis variety papuensis Taylor), Rampamyia gen. nov. (Culex notoscriptus Skuse) and Vansomerenis gen. nov. (Aedes pulchrithorax Edwards) are introduced for the type species indicated in parentheses, and their allies. Additionally, Horsfallius subgen. nov. (Culex fluviatilis Lutz) and Lewnielsenius subgen. nov. (Aedes muelleri Dyar) are introduced as subgenera of Georgecraigius and Jarnellius, respectively. As is usual with generic-level groups of Aedini, these genera are polythetic taxa that are diagnosed by unique combinations of characters. The analysis also shows that 'Oc. (Protomacleaya)' is a polyphyletic assemblage of species, which is retained as a non-monophyletic taxon until the included species can be classified into monophyletic groups.","Harbach, R.E.; Kitching, I.J.; Reinert, J.F.","","148",2006,"","","","","","","","",""
410073,"not_duplicate","included","excluded","not_started","database","Scopus","","An indirect estimation of the developmental time of Haemagogus janthinomys (Diptera: Culicidae), the main vector of yellow fever in South America","Yellow fever is a re-emergent disease in many South American countries where its main vector is Haemagogus janthinomys . Epizootics and epidemics have long been associated with the onset of the rainy season, when mosquito densities are higher. Thus, a more precise understanding of the relationship between rainfall and mosquito densities is necessary to evaluate the risk of transmission. Mosquitoes were collected when landing on a volunteer, almost daily for three hours, from 18 June, 1986 to 16 December, 1987, at canopy level, in a rainforest station in Eastern Brazilian Amazonia. A total of 4079 mosquitoes from 25 different species were captured during 547 collecting sessions, and Hg. janthinomys accounted for 18.78% (766 individuals). Cross-correlations were looked for between mosquito densities and rainfall, and auto-correlation calculations were carried out with the mosquito collection series. The first analysis showed a significant correlation index until the 55th day, with two peaks at 11 - 13 and 20 - 24 days. The auto-correlation of the mosquito series showed a regularly decaying correlation index, which remained significant until day lag 34. The study showed indirectly that under a rainforest rainfall regime, the development of female Hg. janthinomys from egg to adult takes 11 - 13 days. © 2006 Taylor & Francis.","Castro, F.; Da Silva, O.; De Oliveira Monteiro, H.; Degallier, N.; Elguero, E.; Filho, G.","","41",2006,"","Castro_2006_An_indirect_estimation_of_the_developmental_time_of_Haemagogus_janthinomys_Diptera-_Culicidae_the_main_vector_of_yellow_fever_in_South_America.pdf","No location data ","","","","","",""
410074,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","The camel tick, Hyalomma (Hyalomma) dromedarii koch, 1844 (ixodoidea: ixodidae): Description of the egg and redescription of the larva by scanning electron microscopy","The present study describes the egg of Hyalomma (H.) dromedarii for the first time and adds more features to the larva using Scanning Electron Microscopy (SEM) in order to extend our knowledge on these acarine stages to be useful for further taxonomical or control studies. With the purpose of presenting exact description of acarine eggs, it is preferable to examine them both with and without SEM processing. SEM processing caused partial removal of the chorion which makes the egg shell clear and easily observed. The study revealed rough surface of egg shell which was surrounded by the chorion. The egg shell was perforated particularly at poles. The chorion appeared as a finely perforated cloth. Different forms of bumps were noticed between egg shell and chorion. Length, width, l/w ratio and pore diameter of the egg were measured. SEM investigation of the larva revealed smooth scutum with slight irregular ornamentation and horizontally folded extensible cuticle with vertical ridges. At least 2 types of cuticular openings were noticed on the extensible cuticle of the idiosoma. The first type was represented by 1 pair on dorsal side and 2 pairs on ventral one. It was surrounded with thick integumental ring and guarded with 2 internal lips. The second type was numerous, slit-like and without rings or lips. Dorsolateral plate of the hypostome carried numerous oval, tile-like and elevated denticles while ventral one carried 4 rows of posteriorly directed retrograde conical denticles. Mouth enclosed 2 cheliceral digits, each terminated with 3 lobes. Each lobe is supported with 2 or 3 conical denticles which were externally directed to the posterior. Haller's organ on the tarsus of the first pair of legs consisted of anterior pit and posterior capsule. The pit contained 6 conical sensillae while the capsule opening had extensively branched margin. Measurements of the whole body, idiosoma, scutum, eye, capitulum, hypostome, palp, cuticular pores, legs and Haller's organ sensillae of the larva are also presented. © 2006 Academic Journals Inc.","Montasser, A.A.","","2",2006,"","","","","","","","",""
410075,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Investigation of cuticular hydrocarbons for determining the age and survivorship of Australasian mosquitoes","The cuticular hydrocarbon (CH) technique of age grading mosquitoes was evaluated for use on laboratory-reared Aedes aegypti (L.), Anopheles farauti (Laveran), and Ochlerotatus vigilax (Skuse). Gas chromatography/mass spectroscopy was used to determine the relative abundance of five alkanes in hexane extracts from the legs of individual mosquitoes. Age-related changes to relative hydrocarbon abundances were observed from An. farauti and Ae. aegypti, which are vectors of malaria and dengue, respectively. Female An. farauti were classified into two age categories (1-5 and ≥ 5 days old at 27°C) and Ae. aegypti into three age categories (1 to < 5, 5 to < 9 and ≥ 9 days old at 27°C) based on these changes. However, there was an absence of predicable age-related changes to hydrocarbon abundance in Oc. vigilax. Simulation modeling was used to construct sequential sampling guidelines for the application of this technique to estimate the survivorship of Ae. aegypti and An. farauti populations. These guidelines define the relationship between the survival rate, number of mosquitoes sampled, CH-based predictions of age, and the accuracy of survival rate estimates. They demonstrated, for example, that if 19% of a population of Ae. aegypti is estimated to be ≥ 9 days old by CH analysis, an estimate of the daily survival rate from the exponential model should be based on a sample of 200 mosquitoes for the survival rate estimate to be within 5% of the actual rate. However, if only 10% of the population is estimated to be ≥ 9 days old, 500 mosquitoes would need to be analyzed for the survival rate estimate to be of equivalent accuracy. Copyright © 2006 by The American Society of Tropical Medicine and Hygiene.","Eaglesham, G.K.; Holling, N.; Hugo, L.E.; Kay, B.H.; Ryan, P.A.","","74",2006,"","","","","","","","",""
